日	A	日曰
女火心山	VFPU	純
女火心山山	VFPUU	縐
女火手	VFQ	姅攣
女火手木	VFQD	䋘
女火手十中	VFQJL	綁
女火手大木	VFQKD	縥
女火手一月	VFQMB	綪
女火手一金	VFQMC	績
女火手一火	VFQMF	縤
女火手人	VFQO	䊿
女火手人金	VFQOC	纉
女火手山	VFQU	婘𡡀
女火口	VFR	㘘轡
女火口月	VFRB	絹
女火口月金	VFRBC	縜
女火口竹口	VFRHR	絽
女火口中山	VFRLU	䋲
女火口心日	VFRPA	緡
女火口口木	VFRRD	繰
女火口口十	VFRRJ	繟
女火口尸水	VFRSE	縀
女火口尸十	VFRSJ	緝
女火口山金	VFRUC	繏
女火口女心	VFRVP	䋋
女火口難山	VFRXU	繩
女火尸水土	VFSEG	䌑
女火尸水戈	VFSEI	䌵
女火尸竹	VFSH	糿
女火尸竹戈	VFSHI	紉
女火尸竹口	VFSHR	紹
女火尸竹山	VFSHU	絕
女火尸戈心	VFSIP	綛
女火尸戈廿	VFSIT	繿
女火尸戈山	VFSIU	䌫
女火尸十	VFSJ	䋙
女火尸十水	VFSJE	𦀩緅
女火尸十十	VFSJJ	䌰
女火尸十口	VFSJR	䋧
女火尸中中	VFSLL	䋗
女火尸一日	VFSMA	䌌
女火尸一水	VFSME	綅
女火尸一土	VFSMG	䌂䌦
女火尸一竹	VFSMH	繆
女火尸一戈	VFSMI	𦅛
女火尸一一	VFSMM	䋚
女火尸人	VFSO	䋇
女火尸心	VFSP	𥿡
女火尸口十	VFSRJ	䌟
女火尸口口	VFSRR	䌔
女火尸尸	VFSS	䋌
女火尸廿廿	VFSTT	𦂤
女火尸山	VFSU	紀
女火尸山心	VFSUP	䋟
女火尸田山	VFSWU	纜
女火廿日大	VFTAK	縸
女火廿月火	VFTBF	䌨
女火廿月大	VFTBK	繖
女火廿金木	VFTCD	䌜
女火廿金廿	VFTCT	縊
女火廿金田	VFTCW	緧
女火廿土口	VFTGR	繕
女火廿竹火	VFTHF	䌲
女火廿中十	VFTLJ	緙
女火廿中大	VFTLK	緓
女火廿中一	VFTLM	䌍
女火廿一	VFTM	紺
女火廿一金	VFTMC	綨䌙
女火廿人火	VFTOF	䌭
女火廿人口	VFTOR	䌋
女火廿心心	VFTPP	繱
女火廿手	VFTQ	絴
女火廿手一	VFTQM	縒
女火廿口土	VFTRG	䌯
女火廿尸十	VFTSJ	縙
女火廿廿	VFTT	絣
女火廿田	VFTW	緢
女火廿田戈	VFTWI	繜䌩
女火廿田廿	VFTWT	䌡
女火廿田女	VFTWV	繷
女火廿難金	VFTXC	縑
女火廿卜十	VFTYJ	纄
女火山	VFU	巒
女火山月月	VFUBB	繃
女火山金水	VFUCE	緵
女火山火大	VFUFK	𦆮
女火山人月	VFUOB	纗
女火山人土	VFUOG	繀
女火山山	VFUU	絀
女火女	VFV	孌
女火女火木	VFVFD	継
女火女火心	VFVFP	纞
女火女戈木	VFVID	纅
女火女戈火	VFVIF	絲
女火女中	VFVL	糾
女火女弓水	VFVNE	綠
女火女弓人	VFVNO	緣
女火女女木	VFVVD	繅
女火女女戈	VFVVI	繼
女火女女田	VFVVW	緇
女火田	VFW	細
女火田月	VFWB	緭
女火田木	VFWD	綑
女火田土	VFWG	䋥
女火田土土	VFWGG	纆
女火田大	VFWK	絪
女火田中土	VFWLG	纙
女火田中十	VFWLJ	繹
女火田中一	VFWLM	䌉
女火田中山	VFWLU	縄
女火田中女	VFWLV	繯
女火田一中	VFWML	綥
女火田一女	VFWMV	䋿
女火田人廿	VFWOT	縕
女火田心	VFWP	緦
女火田口	VFWR	絗
女火田廿十	VFWTJ	縪
女火田女火	VFWVF	縲
女火田田火	VFWWF	纝
女火卜日十	VFYAJ	綽
女火卜月月	VFYBB	締
女火卜月金	VFYBC	緽
女火卜月心	VFYBP	䌬
女火卜月尸	VFYBS	縍
女火卜金大	VFYCK	絞
女火卜土	VFYG	紸
女火卜土手	VFYGQ	繨
女火卜竹十	VFYHJ	縫
女火卜竹弓	VFYHN	䋁
女火卜竹口	VFYHR	縋
女火卜竹尸	VFYHS	紡
女火卜戈日	VFYIA	織
女火卜戈月	VFYIB	䋭
女火卜戈十	VFYIJ	繂
女火卜戈山	VFYIU	統
女火卜十	VFYJ	㪻紏
女火卜十十	VFYJJ	縺
女火卜大	VFYK	紋
女火卜大金	VFYKC	纐
女火卜大中	VFYKL	緕
女火卜中一	VFYLM	䊼
女火卜中口	VFYLR	繾
女火卜一心	VFYMP	紪
女火卜弓手	VFYNQ	䌴
女火卜弓廿	VFYNT	䌱
女火卜人十	VFYOJ	綷
女火卜心廿	VFYPT	纑
女火卜口月	VFYRB	縞
女火卜口木	VFYRD	綧
女火卜口火	VFYRF	綡龻䜌
女火卜口弓	VFYRN	𦂃
女火卜口人	VFYRO	㱍
女火卜口山	VFYRU	綂
女火卜口女	VFYRV	纕
女火卜尸人	VFYSO	縼
女火卜廿人	VFYTO	繸
女火卜廿心	VFYTP	繶
女火卜廿口	VFYTR	䋨
女火卜廿山	VFYTU	縌
女火卜山月	VFYUB	縭
女火卜女戈	VFYVI	絃
女火卜女人	VFYVO	絯
女火卜女手	VFYVQ	縴
女火卜田一	VFYWM	繵
女火卜田女	VFYWV	縗
女火卜難	VFYX	纃
女土月	VGB	姌
女土月廿	VGBT	嬄
女土金	VGC	銺
女土金水	VGCE	婈
女土金土	VGCG	㛬
女土金田	VGCW	嫱
女土火	VGF	焋
女土土	VGG	娃
女土土心	VGGP	㜇
女土土山	VGGU	嬈
女土大	VGK	奊奘
女土中一戈	VGLMI	䗽
女土弓戈	VGNI	嬦
女土人田	VGOW	嬙
女土心	VGP	娡㥨
女土口	VGR	姞
女土口土	VGRG	嬯
女土口口	VGRR	嬉𡣗
女土口廿	VGRT	㛸
女土口女	VGRV	媴
女土尸大	VGSK	㜜
女土廿	VGT	弉
女土廿十	VGTJ	婞
女土女	VGV	娤
女土田金	VGWC	嬻
女土卜竹女	VGYHV	裝
女竹日月	VHAB	婂
女竹日火	VHAF	𡡅
女竹日土	VHAG	媓
女竹日戈中	VHAIL	郷
女竹日廿	VHAT	孂
女竹日山	VHAU	㛂
女竹日女	VHAV	嬝
女竹月大	VHBK	㜩
女竹月口	VHBR	姠
女竹月山	VHBU	𡜍
女竹金弓	VHCN	嬼
女竹金手	VHCQ	𡤒
女竹木	VHD	姀
女竹木弓	VHDN	娳
女竹木尸	VHDS	㛢
女竹木女	VHDV	婑
女竹木田	VHDW	嬏
女竹水十	VHEJ	㛔
女竹水卜	VHEY	㚵
女竹土	VHG	妊
女竹土山	VHGU	姺
女竹竹十	VHHJ	婢
女竹竹中	VHHL	㚹
女竹竹心中	VHHPL	鄕
女竹竹田	VHHW	媹
女竹戈	VHI	𡚸媿
女竹戈戈中	VHIIL	鄉
女竹戈人	VHIO	姂
女竹十	VHJ	奷
女竹十木	VHJD	姝
女竹十土	VHJG	媑
女竹十一	VHJM	娷
女竹十口	VHJR	姡
女竹十難	VHJX	㛼
女竹大	VHK	妖
女竹大月	VHKB	嬌
女竹大中	VHKL	娇
女竹大心	VHKP	婖
女竹中金	VHLC	㜱
女竹中一戈	VHLMI	蚃
女竹一中	VHML	妡
女竹一口	VHMR	姤
女竹弓月	VHNB	姵
女竹弓木	VHND	㛊
女竹弓竹	VHNH	𡠨
女竹弓戈	VHNI	㜄
女竹弓大	VHNK	㚯
女竹人戈女	VHOIV	飨
女竹人大	VHOK	㜫
女竹人人	VHOO	㜡
女竹心	VHP	奼
女竹心日	VHPA	婚
女竹手戈	VHQI	娥
女竹手一	VHQM	姓
女竹手人	VHQO	妷
女竹手山	VHQU	㚪
女竹尸	VHS	妒妰
女竹尸月	VHSB	媥
女竹尸十中	VHSJL	鄊
女竹尸大	VHSK	嬓
女竹山金	VHUC	㜺
女竹山中	VHUL	嬶
女竹山心	VHUP	媳
女竹田心	VHWP	媲
女竹難金	VHXC	嬹
女竹難水	VHXE	嫂
女竹難竹	VHXH	㛛
女竹難尸	VHXS	𡞲
女竹難廿	VHXT	㜒
女竹難山	VHXU	婗
女戈	VI	厶㚧幺
女戈日心女	VIAPV	㡫
女戈日女	VIAV	娘
女戈月	VIB	姢
女戈月山中	VIBUL	䵼
女戈金	VIC	𨫥
女戈金水	VICE	㛖
女戈木	VID	槳樂
女戈木木	VIDD	嫲
女戈木戈	VIDI	嬤嬷
女戈木卜	VIDY	孊
女戈水	VIE	漿
女戈火	VIF	𢇃糸糹
女戈火木	VIFD	䊢
女戈土	VIG	墏㛇
女戈竹水	VIHE	发
女戈竹戈	VIHI	𡜐幾
女戈竹一中	VIHML	斷
女戈竹手	VIHQ	㛌
女戈竹口	VIHR	㛾
女戈竹尸	VIHS	娍㡬
女戈竹女	VIHV	媙
女戈戈竹	VIIH	㜗
女戈戈大	VIIK	獎
女戈戈中	VIIL	嫏
女戈十	VIJ	娀
女戈十水	VIJE	㛏
女戈大	VIK	奬
女戈大火	VIKF	媯
女戈大大	VIKK	妭
女戈大尸	VIKS	幼
女戈大尸火	VIKSF	鴢
女戈大山	VIKU	㚭
女戈中月	VILB	嫞
女戈中水	VILE	嫝
女戈中一戈	VILMI	螿
女戈中弓	VILN	劙
女戈中口	VILR	㜍
女戈一金田	VIMCW	醬
女戈弓水	VINE	𡛻
女戈人	VIO	以
女戈人大	VIOK	娭
女戈人一弓	VIOMN	㡮
女戈心	VIP	㚤
女戈口	VIR	始
女戈尸	VIS	幻
女戈尸竹	VISH	㓜
女戈廿	VIT	㢡
女戈廿金	VITC	嬚
女戈廿火	VITF	嫬
女戈山	VIU	乣
女戈山竹	VIUH	娏
女戈女	VIV	𡛟
女戈田	VIW	畿
女戈難心	VIXP	㜙
女十月	VJB	姉
女十月金	VJBC	嫃
女十月木	VJBD	㛘
女十月十	VJBJ	婻
女十月一	VJBM	𡝮
女十金月	VJCB	𡢠
女十金口	VJCR	嫆
女十木	VJD	妹𡜻
女十水	VJE	妓
女十火木	VJFD	㛽
女十火水	VJFE	㛮
女十竹心	VJHP	姹
女十竹田	VJHW	嬸
女十戈戈	VJII	嫥
女十十人	VJJO	㜛
女十大日	VJKA	媎
女十大心	VJKP	姥
女十大尸	VJKS	㛈
女十中中	VJLL	婶
女十中人	VJLO	婕
女十一金	VJMC	嬪𡤧
女十一火	VJMF	婃
女十一戈	VJMI	𡝬
女十一一	VJMM	媗
女十一人	VJMO	婝嫁
女十一山	VJMU	㛡
女十弓山	VJNU	婉
女十人日	VJOA	㜚
女十人金	VJOC	嫔
女十心弓	VJPN	嬣
女十心山	VJPU	娆
女十口	VJR	姑
女十口月	VJRB	媩
女十口十	VJRJ	嫴
女十口口	VJRR	婠
女十口山	VJRU	娔
女十廿金	VJTC	𡤐
女十山金	VJUC	𡣑
女十女	VJV	姲
女大	VK	夨
女大月	VKB	姷
女大月廿	VKBT	盭
女大金火	VKCF	嫽
女大水	VKE	𡛀
女大土土	VKGG	㛻
女大戈	VKI	𡛕
女大大	VKK	𡘾
女大大月	VKKB	㛓
女大中月	VKLB	㚴
女大中山	VKLU	㛪
女大一月	VKMB	媠
女大一口	VKMR	婍
女大一尸	VKMS	姱
女大弓	VKN	姨
女大弓戈	VKNI	𡚺
女大人大	VKOK	嫉
女大人人	VKOO	㛍
女大心月	VKPB	𡠹
女大尸口	VKSR	㚳
女中	VL	凵妕
女中月大	VLBK	姎
女中月山	VLBU	妉
女中水	VLE	収𡝯
女中土一	VLGM	嫿
女中竹月口	VLHBR	嚮
女中中中一	VLLLM	丱
女中中一戈	VLLMI	蠁
女中一	VLM	爿
女中一金	VLMC	嬇
女中一人	VLMO	姚
女中一廿	VLMT	嬧
女中一卜	VLMY	婔
女中人戈女	VLOIV	饗
女中人大	VLOK	收
女中口	VLR	㗽
女中尸日	VLSA	㛠
女中尸木	VLSD	娴
女中田	VLW	妯
女中田中	VLWL	妽
女中田尸	VLWS	娉
女中田女	VLWV	㜢
女中難竹	VLXH	姊
女中難中	VLXL	婣
女中卜廿日	VLYTA	響
女一	VM	妅
女一日月廿	VMABT	缊
女一日一	VMAM	姮
女一日一人	VMAMO	缇
女一日心心	VMAPP	绲
女一日田水	VMAWE	缦
女一月月	VMBB	㛤嬬
女一月月水	VMBBE	绶
女一月金	VMBC	㛲
女一月木	VMBD	䌽
女一月木戈	VMBDI	將
女一月水	VMBE	𡤕
女一月土口	VMBGR	绸
女一月戈	VMBI	𡢅
女一月大	VMBK	媆纲
女一月中	VMBL	䎟
女一月一	VMBM	𡠭组
女一月一水	VMBME	缓
女一月人女	VMBOV	缨
女一月口	VMBR	䌹
女一月尸	VMBS	嫮
女一月山	VMBU	孀
女一月山竹	VMBUH	缈
女一月女	VMBV	绥
女一月田木	VMBWD	彙
女一金弓竹	VMCNH	绨
女一金人口	VMCOR	绤
女一金口山	VMCRU	䌼
女一金尸竹	VMCSH	纷
女一金田日	VMCWA	缯
女一木	VMD	㚥牀
女一木月山	VMDBU	缃
女一木竹	VMDH	䌶
女一木戈	VMDI	纣
女一水水水	VMEEE	缀
女一水手	VMEQ	绎
女一火	VMF	妚
女一火月	VMFB	嬭
女一火月口	VMFBR	绱
女一火木女	VMFDV	缕
女一火火廿	VMFFT	彝
女一火竹	VMFH	纱
女一火竹大	VMFHK	𢑱
女一火竹廿	VMFHT	彜
女一火十	VMFJ	㛁
女一火一	VMFM	㚰
女一火手	VMFQ	绊
女一火手山	VMFQU	绻
女一火口	VMFR	娝
女一土	VMG	壯
女一土金水	VMGCE	绫
女一土土	VMGG	娾
女一土戈	VMGI	𡛼
女一土大	VMGK	𡟹
女一土人田	VMGOW	牆
女一土口	VMGR	结
女一土口人	VMGRO	缬
女一土廿	VMGT	㛞
女一竹日月	VMHAB	绵
女一竹日水	VMHAE	缐
女一竹木尸	VMHDS	绣
女一竹水木	VMHED	绦
女一竹水手	VMHEQ	绛
女一竹水口	VMHER	络
女一竹水卜	VMHEY	终
女一竹火	VMHF	嫄
女一竹土	VMHG	纴
女一竹十	VMHJ	纤
女一竹十水	VMHJE	缎
女一竹十一	VMHJM	缍
女一竹一中	VMHML	斨
女一竹人弓	VMHON	绗
女一竹尸大	VMHSK	缴
女一竹山人	VMHUO	缵
女一竹女心	VMHVP	纸
女一竹卜口	VMHYR	绺
女一戈	VMI	戕纩
女一戈月戈	VMIBI	缚
女一戈土	VMIG	姪𤕸
女一戈竹口	VMIHR	缄
女一戈十	VMIJ	线
女一戈大	VMIK	狀
女一戈大水	VMIKE	绂
女一戈中月	VMILB	牅
女一戈口	VMIR	绐
女一戈尸月	VMISB	编
女一戈田土	VMIWG	缠
女一十	VMJ	奸
女一十月金	VMJBC	缜
女一十月十	VMJBJ	䌾
女一十金一	VMJCM	㸜
女一十十	VMJJ	姸
女一十大日	VMJKA	绪
女一十一	VMJM	纻
女一十一火	VMJMF	综
女一十一人	VMJMO	绽
女一十弓大	VMJNK	续
女一十人日	VMJOA	缩
女一十人金	VMJOC	缤
女一十心山	VMJPU	绕
女一十口口	VMJRR	绾
女一大金火	VMKCF	缭
女一大戈	VMKI	纮
女一大一口	VMKMR	绮
女一大一尸	VMKMS	绔
女一大弓戈	VMKNI	纨
女一大山	VMKU	妩
女一大女金	VMKVC	练
女一中	VML	㚦
女一中戈戈	VMLII	蠿
女一中戈廿	VMLIT	䍀
女一中戈山	VMLIU	缆
女一中大	VMLK	㛐
女一中中弓	VMLLN	绋
女一中一	VMLM	婭
女一中一人	VMLMO	缋
女一中一卜	VMLMY	绯
女一中田	VMLW	㛉䌷
女一中田中	VMLWL	绅
女一一	VMM	红
女一一金日	VMMCA	缙
女一一木	VMMD	纡
女一一戈	VMMI	妘
女一一戈土	VMMIG	绖
女一一中大	VMMLK	绠
女一一一戈	VMMMI	纭
女一一弓口	VMMNR	牁
女一一心	VMMP	孋
女一一口	VMMR	娪
女一一口田	VMMRW	䌿
女一一山	VMMU	妧
女一一女	VMMV	娠
女一一女戈	VMMVI	缛
女一一田火	VMMWF	缥
女一一田中	VMMWL	缅
女一一田一	VMMWM	缰
女一弓	VMN	奵
女一弓日山	VMNAU	绝
女一弓土	VMNG	纽
女一弓竹水	VMNHE	级
女一弓戈弓	VMNIN	纾
女一弓中	VMNL	纼
女一弓一水	VMNME	绿
女一弓人一	VMNOM	经
女一弓口	VMNR	妸
女一弓尸一	VMNSM	绉
女一人月	VMOB	𡛦纳
女一人土	VMOG	维
女一人戈口	VMOIR	牄
女一人一戈	VMOMI	绘
女一人一大	VMOMK	缏
女一人一口	VMOMR	给
女一人弓	VMON	纥
女一人弓大	VMONK	缑
女一人人	VMOO	纵
女一人心	VMOP	纶
女一心日	VMPA	绚
女一心戈	VMPI	约
女一心一	VMPM	娬
女一心人心	VMPOP	彘
女一心人山	VMPOU	绹
女一心心	VMPP	纰
女一心廿	VMPT	绁
女一心廿木	VMPTD	牃
女一心山	VMPU	纯
女一手十中	VMQJL	绑
女一手一人	VMQMO	绩
女一手弓戈	VMQNI	䌸
女一手尸	VMQS	纬
女一口	VMR	妬
女一口月	VMRB	绢
女一口金	VMRC	织
女一口中山	VMRLU	绳
女一口心日	VMRPA	缗
女一口口	VMRR	𡟵
女一口口木	VMRRD	缲
女一口尸十	VMRSJ	缉
女一口廿	VMRT	㛒
女一尸竹戈	VMSHI	纫
女一尸竹口	VMSHR	㸛绍
女一尸十	VMSJ	䌺
女一尸一竹	VMSMH	缪
女一尸一一	VMSMM	䌻
女一尸山	VMSU	纪
女一廿	VMT	妍
女一廿金	VMTC	娅
女一廿金廿	VMTCT	缢
女一廿中十	VMTLJ	缂
女一廿中大	VMTLK	绬
女一廿一	VMTM	绀
女一廿人	VMTO	㜧
女一廿手	VMTQ	牂
女一廿廿口	VMTTR	缮
女一廿難金	VMTXC	缣
女一山水	VMUE	𡟺
女一山山	VMUU	绌
女一山田	VMUW	婳
女一女	VMV	妝
女一女火木	VMVFD	继
女一女戈	VMVI	媷
女一女中	VMVL	纠
女一女一	VMVM	娙
女一女弓人	VMVNO	缘
女一女女木	VMVVD	缫
女一女女田	VMVVW	缁
女一田	VMW	细
女一田火	VMWF	嫖
女一田十	VMWJ	㜤
女一田中	VMWL	媔
女一田中女	VMWLV	缳
女一田心	VMWP	缌
女一田女	VMWV	婹
女一田女火	VMWVF	缧
女一卜日十	VMYAJ	绰
女一卜月月	VMYBB	缔
女一卜金大	VMYCK	绞
女一卜火	VMYF	嫣
女一卜竹十	VMYHJ	缝
女一卜竹口	VMYHR	缒
女一卜竹尸	VMYHS	纺
女一卜戈山	VMYIU	统
女一卜大	VMYK	纹
女一卜中口	VMYLR	缱
女一卜一	VMYM	姃
女一卜口月	VMYRB	缟
女一卜廿人	VMYTO	䍁
女一卜山月	VMYUB	缡
女一卜田女	VMYWV	缞
女弓日戈	VNAI	婏
女弓日山	VNAU	娩
女弓月金	VNBC	媍
女弓月大	VNBK	㛟𡞵
女弓月心	VNBP	嫓
女弓金口	VNCR	㜬
女弓木	VND	好
女弓火	VNF	妳
女弓土	VNG	妞
女弓竹木	VNHD	媃
女弓竹水	VNHE	㚫
女弓竹尸	VNHS	奶
女弓戈月	VNIB	㛚
女弓戈弓	VNIN	妤姼
女弓戈口	VNIR	姳
女弓十	VNJ	㚨
女弓十大	VNJK	㜟
女弓大土	VNKG	娗
女弓大一	VNKM	娫
女弓中	VNL	邚
女弓中月	VNLB	嫷
女弓中口	VNLR	婀
女弓一	VNM	彑
女弓一月	VNMB	㣇
女弓一水	VNME	彔
女弓一一	VNMM	嫋
女弓一人	VNMO	彖
女弓一山	VNMU	姽
女弓人	VNO	奺
女弓人月	VNOB	婿
女弓人大	VNOK	𡞳
女弓人廿	VNOT	嬁
女弓口戈	VNRI	㜶
女弓尸木	VNSD	㚺㛆
女弓尸一	VNSM	㛀
女弓尸廿	VNST	𡟚
女弓山一	VNUM	嬎嬔
女弓山尸	VNUS	㛯
女弓女一	VNVM	妈
女弓難山	VNXU	䶯
女弓卜戈	VNYI	娹
女人	VO	乆
女人月	VOB	妠
女人月廿	VOBT	盠
女人火	VOF	㚷
女人土	VOG	婎
女人土水	VOGE	孇
女人土火	VOGF	嫶
女人竹日火	VOHAF	鶨
女人竹土	VOHG	姙
女人竹竹	VOHH	𡛧
女人戈戈	VOII	姈
女人戈一	VOIM	孅
女人戈弓	VOIN	妗
女人戈口	VOIR	娢
女人戈田	VOIW	㜝
女人中戈戈	VOLII	蠡
女人中中	VOLL	妎
女人中一戈	VOLMI	䗍
女人中弓	VOLN	剶
女人一	VOM	㚱
女人一日	VOMA	嬒
女人一月	VOMB	婨
女人一金	VOMC	娦
女人一土	VOMG	姾
女人一大	VOMK	㛹
女人一弓	VOMN	媮
女人一人	VOMO	嬐
女人一口	VOMR	姶
女人一廿	VOMT	媕
女人一女	VOMV	婾
女人人土	VOOG	㛗
女人心	VOP	㛋
女人手	VOQ	姩
女人口木	VORD	媬
女人口一	VORM	嬆
女人廿火	VOTF	嫵
女人女人	VOVO	娰
女人田卜	VOWY	娒
女人卜口	VOYR	㜃
女心	VP	㣽
女心日	VPA	姰
女心木	VPD	她
女心火木	VPFD	婅
女心竹	VPH	妼
女心竹竹	VPHH	𡛁
女心戈	VPI	妁
女心戈一	VPIM	㚬
女心大心	VPKP	𡟟
女心心	VPP	妣
女心心日	VPPA	媘
女心口	VPR	姁
女心口山	VPRU	㚿
女心廿木	VPTD	媟
女心山山	VPUU	媰
女手十	VQJ	妦
女手十心	VQJP	𡣺
女手大日	VQKA	媋
女手大木	VQKD	嫀
女手一月	VQMB	婧
女手一金	VQMC	嫧
女手一火	VQMF	嫊
女手一女	VQMV	婊
女手人	VQO	妋
女手卜廿	VQYT	𡝰
女口	VR	如
女口日山	VRAU	㛕
女口月	VRB	娟
女口月金	VRBC	㜏
女口月人	VRBO	㛣
女口木	VRD	桇
女口竹日火	VRHAF	鴽
女口竹山	VRHU	㚾
女口中月	VRLB	帤
女口中口	VRLR	㚶
女口一大	VRMK	娱
女口人月	VROB	娲
女口心	VRP	恕
女口心日	VRPA	㛰
女口手	VRQ	挐𢳉
女口口	VRR	㛎
女口口木	VRRD	嬠
女口口十	VRRJ	嬋
女口口大	VRRK	孍
女口口心	VRRP	㖲㗠
女口女金	VRVC	娯
女口女戈火	VRVIF	絮
女口女大	VRVK	娛
女口女心	VRVP	姄
女口卜水	VRYE	婽
女口卜竹女	VRYHV	䘫
女口卜人	VRYO	娖
女尸月廿	VSBT	𥁒
女尸水土	VSEG	𡠩
女尸水手	VSEQ	㜨
女尸竹日火	VSHAF	鶭
女尸竹口	VSHR	妱
女尸竹山	VSHU	娓
女尸戈廿	VSIT	㜮
女尸十	VSJ	㛅
女尸十水	VSJE	娵
女尸十口	VSJR	婮
女尸大	VSK	妪𡛂
女尸大心	VSKP	嫕
女尸大口	VSKR	𡝗
女尸中中	VSLL	姫姬
女尸一	VSM	妇
女尸一月	VSMB	婦
女尸一土	VSMG	嬥
女尸一竹	VSMH	嫪
女尸一戈	VSMI	㜦
女尸一口	VSMR	㚸
女尸弓木	VSND	孧
女尸心	VSP	妮
女尸手火	VSQF	媽
女尸手中	VSQL	娜
女尸口心	VSRP	嬺
女尸口手	VSRQ	𡢡
女尸口口	VSRR	嫗
女尸尸	VSS	姖
女尸廿口	VSTR	嫟
女尸廿廿	VSTT	𡟛
女尸廿女	VSTV	㜊
女尸山	VSU	妃
女尸山火	VSUF	㜯
女尸卜戈	VSYI	孎
女廿日	VTA	㛭
女廿日月	VTAB	𡤃
女廿日木	VTAD	𡤄
女廿日大	VTAK	嫫
女廿日田	VTAW	孏
女廿月金	VTBC	婰
女廿月弓	VTBN	媊
女廿金	VTC	娂
女廿金竹	VTCH	𡝱
女廿金中	VTCL	𡡒
女廿金人	VTCO	𡣘
女廿金廿	VTCT	㜋
女廿金田	VTCW	媨
女廿土水	VTGE	𡡷
女廿土戈	VTGI	嬟
女廿土大	VTGK	媄
女廿土口	VTGR	嫸
女廿土山	VTGU	㛨
女廿土女	VTGV	𡟜
女廿土田	VTGW	𡤑
女廿竹土	VTHG	嬞
女廿戈人	VTIO	𡝳
女廿十月	VTJB	㛿
女廿大口	VTKR	婼
女廿中月	VTLB	𡠪
女廿中火	VTLF	嬿
女廿中大	VTLK	媖
女廿中一	VTLM	嫤
女廿中人	VTLO	嫨
女廿一	VTM	姏
女廿一金	VTMC	娸嫹
女廿一木	VTMD	媒
女廿一十	VTMJ	𡞴嬅
女廿一山	VTMU	𡝴
女廿一女	VTMV	媅
女廿弓山	VTNU	𡟃
女廿人水	VTOE	嬳
女廿人心	VTOP	婲
女廿人口	VTOR	㜓
女廿心木	VTPD	𡡣
女廿手一	VTQM	嫅
女廿口土	VTRG	孉
女廿尸十	VTSJ	媶
女廿廿	VTT	姘
女廿廿月	VTTB	媾
女廿女戈	VTVI	𡞰
女廿女心	VTVP	嬨
女廿田	VTW	媌
女廿田日	VTWA	㜖
女廿田大	VTWK	𡟻
女廿田山	VTWU	㜴
女廿田女	VTWV	𡢿
女廿難金	VTXC	嫌
女山	VU	奾
女山日山	VUAU	𡡻
女山土大	VUGK	嬍
女山竹戈	VUHI	𡟶
女山竹一中	VUHML	㫁
女山大尸	VUKS	㔢
女山一月	VUMB	媏
女山一火	VUMF	㛶
女山一戈	VUMI	媸
女山一十	VUMJ	婩
女山一口	VUMR	㛧
女山一廿	VUMT	㜐
女山人月	VUOB	孈
女山人土	VUOG	㜠雝
女山尸竹	VUSH	㔃
女山山大	VUUK	媺
女女	VV	奻㚣
女女火	VVF	災
女女火月	VVFB	嬵
女女火火	VVFF	𡤻
女女火心	VVFP	㜻
女女竹	VVH	乡
女女戈木	VVID	㜰
女女戈戈	VVII	𡡤㡭
女女戈人	VVIO	姒
女女一	VVM	丝纟
女女一月山	VVMBU	𩠐
女女一十	VVMJ	姧
女女一心一	VVMPM	鸶
女女弓木	VVND	㜽
女女弓水	VVNE	娽
女女弓人	VVNO	𡟇𡟼
女女口日山	VVRAU	邕
女女女	VVV	姦巛
女女女山	VVVU	㜉
女女女田	VVVW	㛴
女女田	VVW	甾
女女田木	VVWD	巢
女女田大女	VVWKV	巤
女田	VW	㚼
女田月	VWB	媦
女田木	VWD	婐
女田土	VWG	娌
女田土火	VWGF	嫼
女田竹日火	VWHAF	鶅
女田十中人	VWJLO	疀
女田十口	VWJR	婟
女田大	VWK	姻
女田大心	VWKP	𡟯
女田大尸	VWKS	娚
女田中月	VWLB	媀
女田中金	VWLC	㜥
女田中土	VWLG	𡤢
女田中十	VWLJ	嬕
女田中大	VWLK	嬽
女田中弓	VWLN	㓯
女田中女	VWLV	嬛
女田一女	VWMV	㛱
女田弓中	VWNL	䣎
女田人廿	VWOT	媼
女田心	VWP	媤
女田尸女	VWSV	嫐
女田女火	VWVF	嫘
女田田一	VWWM	㜼
女田卜戈	VWYI	姆
女田卜中	VWYL	𡜼
女難	VX	卐
女卜日十	VYAJ	婥
女卜月月	VYBB	媂
女卜月金	VYBC	媜
女卜月尸	VYBS	嫎
女卜金月	VYCB	嫡
女卜金大	VYCK	姣
女卜金女	VYCV	嬢
女卜木山	VYDU	𡤅
女卜火木	VYFD	㜆
女卜火水	VYFE	婌
女卜土	VYG	妵
女卜竹弓	VYHN	妔
女卜竹口	VYHR	𡠻
女卜竹尸	VYHS	妨
女卜竹女	VYHV	㛄
女卜戈日	VYIA	嬂
女卜戈月	VYIB	㛩
女卜戈田	VYIW	㜅
女卜十十	VYJJ	㜕
女卜大	VYK	妏
女卜一口	VYMR	娮
女卜一卜	VYMY	𡛨
女卜心木	VYPD	嫭
女卜心大	VYPK	𡢢
女卜心一	VYPM	㜘
女卜心山	VYPU	婋
女卜口	VYR	㚲
女卜口火	VYRF	婛
女卜口弓	VYRN	婷㜲
女卜口女	VYRV	孃
女卜尸人	VYSO	媫嫙
